"MB821424    ","ABI-HAUS                      ","959 N 2ND ST                  ","ABILENE             ","TX","79601","221","          ","2017/02", 000000632.34
"MB638028    ","ABILENE BEEHIVE INC           ","442 CEDAR ST STE A            ","ABILENE             ","TX","79601","221","          ","2017/03", 000002472.16
"MB543114    ","ABILENE BOWLING LANES INC     ","279 RUIDOSA AVE               ","ABILENE             ","TX","79605","221","          ","2017/03", 000000295.67
"MB933130    ","ABILENE CABARET LLC           ","1918 BUTTERNUT ST             ","ABILENE             ","TX","79602","221","          ","2017/03", 000000806.34
"N 037863    ","ABILENE COUNTRY CLUB          ","4039 S TREADAWAY BLVD         ","ABILENE             ","TX","79602","221","          ","2017/03", 000001583.54
"MB200506    ","ABILENE SEAFOOD TAVERN        ","1882 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/01", 000001113.47
"MB200506    ","ABILENE SEAFOOD TAVERN        ","1882 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/02", 000001089.42
"MB200506    ","ABILENE SEAFOOD TAVERN        ","1882 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/03", 000000093.66
"MB541702    ","ABUELO'S BEVERAGE CORPORATION ","4782 S 14TH ST                ","ABILENE             ","TX","79605","221","          ","2017/03", 000005601.53
"MB932373    ","ACE IN THE HOLE               ","133 EPLENS CT                 ","ABILENE             ","TX","79605","221","          ","2017/03", 000000000.00
"MB969482    ","AMNESIA, LLC.                 ","1850 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/02", 000002999.99
"MB248134    ","BILLIARDS PLUS                ","5495 S 7TH ST                 ","ABILENE             ","TX","79605","221","          ","2017/03", 000002021.18
"MB685388    ","BONZAI JAPANESE STEAK HOUSE   ","1802 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/03", 000000734.38
"MB701733    ","BREAKERS SPORTS BAR           ","1874 S CLACK ST               ","ABILENE             ","TX","79605","221","          ","2017/03", 000004844.43
"MB937950    ","BUFFALO WILD WINGS GRILL & BAR","1010 E OVERLAND TRL           ","ABILENE             ","TX","79601","221","          ","2017/03", 000003842.91
"MB537755    ","BUFFALO WILD WINGS GRILL AND B","4401 RIDGEMONT DR             ","ABILENE             ","TX","79606","221","          ","2017/03", 000004655.09
